=============================| Attention |===============================
  This is a prototype version only and not allowed for productive usage.
  Siemens takes no liability for damages or injuries that might result
  in improper usage.
  Please keep this prototype and all information about it confidential.
=========================================================================

*Supported Devices:
**Unknown 
 AI 8xU/I HF || OrderNumber: 6ES7 531-7NF00-0AB0 || FwVersion: V1.2
 AQ 8xU/I HS || OrderNumber: 6ES7 532-5HF00-0AB0 || FwVersion: V2.2

**Plc 
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.0
 CPU 1511-1 PN || OrderNumber: 6ES7 511-1AL03-0AB0 || FwVersion: V3.1
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.0
 CPU 1513-1 PN || OrderNumber: 6ES7 513-1AM03-0AB0 || FwVersion: V3.1
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.0
 CPU 1515-2 PN || OrderNumber: 6ES7 515-2AN03-0AB0 || FwVersion: V3.1
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AN01-0AB0 || FwVersion: V2.9
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.0
 CPU 1516-3 PN/DP || OrderNumber: 6ES7 516-3AP03-0AB0 || FwVersion: V3.1
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.0
 CPU 1517-3 PN/DP || OrderNumber: 6ES7 517-3AP00-0AB0 || FwVersion: V3.1
 CPU 1517V-1 PN  || OrderNumber: 6ES7 587-1AP00-0AB0 || FwVersion: V3.1
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V2.9
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.0
 CPU 1518-4 PN/DP || OrderNumber: 6ES7 518-4AP00-0AB0 || FwVersion: V3.1

**Head 
 IM 155-6 MF HF V5.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 155-6MU00-0CN0 || GsdId: IM 155-6 MF HF V5.0	
 AI Energy Meter CT ST V8.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (2I/2O)	
 AI Energy Meter CT ST V8.0 (032I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (32I/20O)	
 AI Energy Meter CT ST V8.0 (064I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (64I/20O)	
 AI Energy Meter CT ST V8.0 (128I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (128I/20O)	
 AI Energy Meter CT ST V8.0 (256I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (256I/20O)	
 AI Energy Meter CT ST V8.0 (E0 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (12I/20O E0)	
 AI Energy Meter CT ST V8.0 (E1 004I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (4I/20O E1)	
 AI Energy Meter CT ST V8.0 (E2 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (12I/20O E2)	
 AI Energy Meter CT ST V8.0 (E3 104I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BU0 || GsdId: AI Energymeter CT ST V8.0 (104I/20O E3)	
 AI Energy Meter RC HF V8.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (2I/2O)	
 AI Energy Meter RC HF V8.0 (032I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (32I/20O)	
 AI Energy Meter RC HF V8.0 (064I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (64I/20O)	
 AI Energy Meter RC HF V8.0 (128I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (128I/20O)	
 AI Energy Meter RC HF V8.0 (256I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (256I/20O)	
 AI Energy Meter RC HF V8.0 (E0 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (12I/20O E0)	
 AI Energy Meter RC HF V8.0 (E1 004I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (4I/20O E1)	
 AI Energy Meter RC HF V8.0 (E2 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (12I/20O E2)	
 AI Energy Meter RC HF V8.0 (E3 104I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0CU0 || GsdId: AI Energymeter RC HF V8.0 (104I/20O E3)	
 AI Energy Meter RC ST V8.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (2I/2O)	
 AI Energy Meter RC ST V8.0 (032I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (32I/20O)	
 AI Energy Meter RC ST V8.0 (064I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (64I/20O)	
 AI Energy Meter RC ST V8.0 (128I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (128I/20O)	
 AI Energy Meter RC ST V8.0 (256I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (256I/20O)	
 AI Energy Meter RC ST V8.0 (E0 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (12I/20O E0)	
 AI Energy Meter RC ST V8.0 (E1 004I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (4I/20O E1)	
 AI Energy Meter RC ST V8.0 (E2 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (12I/20O E2)	
 AI Energy Meter RC ST V8.0 (E3 104I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA21-0BU0 || GsdId: AI Energymeter RC ST V8.0 (104I/20O E3)	
 AI EnergyMeter 400VAC ST V3.0 (2I/2O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BD0 || GsdId: AI Energymeter 400VAC (2I/2O) V3.0	
 AI EnergyMeter 400VAC ST V3.0 (32I/12O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA01-0BD0 || GsdId: AI Energymeter 400VAC V3.0	
 AI EnergyMeter 480VAC ST V4.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (2I/2O)	
 AI EnergyMeter 480VAC ST V4.0 (032I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (32I/12O)	
 AI EnergyMeter 480VAC ST V4.0 (064I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (64I/12O)	
 AI EnergyMeter 480VAC ST V4.0 (128I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (128I/12O)	
 AI EnergyMeter 480VAC ST V4.0 (256I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (256I/12O)	
 AI EnergyMeter 480VAC ST V4.0 (E0 012I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (12I/12O E0)	
 AI EnergyMeter 480VAC ST V4.0 (E1 004I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (4I/12O E1)	
 AI EnergyMeter 480VAC ST V4.0 (E2 012I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (12I/12O E2)	
 AI EnergyMeter 480VAC ST V4.0 (E3 104I/012O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0BD0 || GsdId: AI Energymeter 480VAC ST V4.0 (104I/12O E3)	
 AI EnergyMeter 480VAC/CT HF V6.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (2I/2O)	
 AI EnergyMeter 480VAC/CT HF V6.0 (032I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (32I/20O)	
 AI EnergyMeter 480VAC/CT HF V6.0 (064I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (64I/20O)	
 AI EnergyMeter 480VAC/CT HF V6.0 (128I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (128I/20O)	
 AI EnergyMeter 480VAC/CT HF V6.0 (256I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (256I/20O)	
 AI EnergyMeter 480VAC/CT HF V6.0 (E0 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (12I/20O E0)	
 AI EnergyMeter 480VAC/CT HF V6.0 (E1 004I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (4I/20O E1)	
 AI EnergyMeter 480VAC/CT HF V6.0 (E2 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (12I/20O E2)	
 AI EnergyMeter 480VAC/CT HF V6.0 (E3 104I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0CU0 || GsdId: AI Energymeter 480VAC CT HF V6.0 (104I/20O E3)	
 AI EnergyMeter 480VAC/RC HF V6.0 (002I/002O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (2I/2O)	
 AI EnergyMeter 480VAC/RC HF V6.0 (032I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (32I/20O)	
 AI EnergyMeter 480VAC/RC HF V6.0 (064I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (64I/20O)	
 AI EnergyMeter 480VAC/RC HF V6.0 (128I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (128I/20O)	
 AI EnergyMeter 480VAC/RC HF V6.0 (256I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (256I/20O)	
 AI EnergyMeter 480VAC/RC HF V6.0 (E0 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (12I/20O E0)	
 AI EnergyMeter 480VAC/RC HF V6.0 (E1 004I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (4I/20O E1)	
 AI EnergyMeter 480VAC/RC HF V6.0 (E2 012I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (12I/20O E2)	
 AI EnergyMeter 480VAC/RC HF V6.0 (E3 104I/020O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA20-0CU0 || GsdId: AI Energymeter 480VAC RC HF V6.0 (104I/20O E3)	
 AI EnergyMeter ST V1.0 (2I/2O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0BD0 || GsdId: AI Energymeter (2I/2O)	
 AI EnergyMeter ST V1.0 (32I/12O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0BD0 || GsdId: AI Energymeter	
 AI EnergyMeter ST V2.0 (2I/2O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0BD0 || GsdId: AI Energymeter (2I/2O) V2.0	
 AI EnergyMeter ST V2.0 (32I/12O) || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 134-6PA00-0BD0 || GsdId: AI Energymeter V2.0	
 AQ 2xI ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6GB00-0BA1 || GsdId: AQ 2xI ST	
 AQ 2xI ST V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6GB00-0BA1 || GsdId: AQ 2xI ST, QI	
 AQ 2xU ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6FB00-0BA1 || GsdId: AQ 2xU ST	
 AQ 2xU ST V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6FB00-0BA1 || GsdId: AQ 2xU ST, QI	
 AQ 2xU/I HF V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0CA1 || GsdId: AQ 2xU/I HF	
 AQ 2xU/I HF V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0CA1 || GsdId: AQ 2xU/I HF, QI	
 AQ 2xU/I HS V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0DA1 || GsdId: AQ 2xU/I HS	
 AQ 2xU/I HS V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0DA1 || GsdId: AQ 2xU/I HS, QI	
 AQ 2xU/I HS V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0DA1 || GsdId: AQ 2xU/I HS V1.1	
 AQ 2xU/I HS V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0DA1 || GsdId: AQ 2xU/I HS V1.1, QI	
 AQ 2xU/I HS V2.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0DA1 || GsdId: AQ 2xU/I HS V2.0	
 AQ 2xU/I HS V2.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HB00-0DA1 || GsdId: AQ 2xU/I HS V2.0, QI	
 AQ 4xI HART V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6TD00-0CA1 || GsdId: AQ 4xI HART	
 AQ 4xI HART V1.0, 4 tags || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6TD00-0CA1 || GsdId: AQ 4xI HART, 4 Variablen	
 AQ 4xI HART V1.0, 4 tags, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6TD00-0CA1 || GsdId: AQ 4xI HART, 4 Variablen, QI	
 AQ 4xI HART V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6TD00-0CA1 || GsdId: AQ 4xI HART, QI	
 AQ 4xU/I 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 145-5ND00-0BA0 || GsdId: AQ 145-5ND00-0BA0	
 AQ 4xU/I 4xM12 V1.0, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 145-5ND00-0BA0 || GsdId: AQ 145-5ND00-0BA0 QI	
 AQ 4xU/I ST V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HD00-0BA1 || GsdId: AQ 4xU/I ST	
 AQ 4xU/I ST V1.1 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HD00-0BA1 || GsdId: AQ 4xU/I ST V1.1	
 AQ 4xU/I ST V1.1, QI || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 135-6HD00-0BA1 || GsdId: AQ 4xU/I ST V1.1, QI	
 BA-Send 1xFC || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 193-6AS00-0AA0 || GsdId: BA-Send 1xFC	
 BU-Cover 15 mm || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 133-6CV15-1AM0 || GsdId: BU Cover 15 mm	
 BU-Cover 20 mm || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 133-6CV20-1AM0 || GsdId: BU Cover 20 mm	
 BU-Cover 30 mm || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 3RK1 908-1CA00-0BP0 || GsdId: BU Cover 30 mm	
 CM 1xDALI V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6CA00-0BU0 || GsdId: CM DALI	
 CM 4xIO-Link 16I/16O 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: IO-Link 147-5JD00-0BA0 16I/16O	
 CM 4xIO-Link 1I/1O 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: IO-Link 147-5JD00-0BA0 1I/1O	
 CM 4xIO-Link 2I/2O 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: IO-Link 147-5JD00-0BA0 2I/2O	
 CM 4xIO-Link 32I/32O 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: IO-Link 147-5JD00-0BA0	
 CM 4xIO-Link 4I/4O 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: IO-Link 147-5JD00-0BA0 4I/4O	
 CM 4xIO-Link 8I/8O 4xM12 V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: IO-Link 147-5JD00-0BA0 8I/8O	
 CM 4xIO-Link V1.0 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 137-6BD00-0BA0 || GsdId: CM 4xIO-Link	
 CM 4xIO-Link V1.1 12I/8O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 12I/8O	
 CM 4xIO-Link V1.1 16I/16O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 16I/16O	
 CM 4xIO-Link V1.1 20I/16O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 20I/16O	
 CM 4xIO-Link V1.1 32I/32O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 32I/32O	
 CM 4xIO-Link V1.1 4I/4O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 4I/4O	
 CM 4xIO-Link V1.1 8I/0O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 8I/0O	
 CM 4xIO-Link V1.1 8I/8O 4xM12 || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.1 8I/8O	
 CM 4xIO-Link V1.2 100I/96O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 100I/96O	
 CM 4xIO-Link V1.2 112I/112O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 112I/112O	
 CM 4xIO-Link V1.2 116I/112O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 116I/112O	
 CM 4xIO-Link V1.2 128I/128O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 128I/128O	
 CM 4xIO-Link V1.2 12I/8O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 12I/8O	
 CM 4xIO-Link V1.2 132I/128O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 132I/128O	
 CM 4xIO-Link V1.2 16I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 16I/16O	
 CM 4xIO-Link V1.2 20I/16O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 20I/16O	
 CM 4xIO-Link V1.2 32I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 32I/32O	
 CM 4xIO-Link V1.2 36I/32O || GsdFileName: GSDML-V2.42-SIEMENS-ET200SP-20230812.XML || OrderNumber: 6ES7 147-5JD00-0BA0 || GsdId: CM 4xIO-Link V1.2 36I/32O	
